create table compositetest (id int, name char(10), value float, category char(5));
insert into compositetest values (19968, 'CAsix', 922.13, 'cat8');
insert into compositetest values (19969, 'EwZBM', 748.22, 'cat9');
insert into compositetest values (19970, 'iGIqX', 762.07, 'cat0');
insert into compositetest values (19971, 'qbUhi', 264.06, 'cat1');
insert into compositetest values (19972, 'NHuPz', 717.35, 'cat2');
insert into compositetest values (19973, 'KtsNB', 982.25, 'cat3');
insert into compositetest values (19974, 'IWNPg', 533.57, 'cat4');
insert into compositetest values (19975, 'RSpxl', 153.4, 'cat5');
insert into compositetest values (19976, 'AOAUy', 907.27, 'cat6');
insert into compositetest values (19977, 'EhQXe', 708.27, 'cat7');
insert into compositetest values (19978, 'vhxvj', 497.86, 'cat8');
insert into compositetest values (19979, 'rBPSH', 710.4, 'cat9');
insert into compositetest values (19980, 'EEEcO', 244.24, 'cat0');
insert into compositetest values (19981, 'HaXSA', 30.57, 'cat1');
insert into compositetest values (19982, 'AIlzH', 871.61, 'cat2');
insert into compositetest values (19983, 'GZzyf', 55.26, 'cat3');
insert into compositetest values (19984, 'GXoul', 660.32, 'cat4');
insert into compositetest values (19985, 'rplXe', 236.2, 'cat5');
insert into compositetest values (19986, 'ZheVe', 554.99, 'cat6');
insert into compositetest values (19987, 'NdfgU', 859.47, 'cat7');
insert into compositetest values (19988, 'gIJhJ', 570.57, 'cat8');
insert into compositetest values (19989, 'ESgiM', 317.44, 'cat9');
insert into compositetest values (19990, 'BwfDK', 639.69, 'cat0');
insert into compositetest values (19991, 'oLzfi', 859.52, 'cat1');
insert into compositetest values (19992, 'MTqTa', 527.84, 'cat2');
insert into compositetest values (19993, 'macJS', 59.53, 'cat3');
insert into compositetest values (19994, 'xDrRv', 750.17, 'cat4');
insert into compositetest values (19995, 'BZRbn', 563.63, 'cat5');
insert into compositetest values (19996, 'JoONv', 146.34, 'cat6');
insert into compositetest values (19997, 'hpANo', 899.35, 'cat7');
insert into compositetest values (19998, 'wWAhj', 198.04, 'cat8');
insert into compositetest values (19999, 'zZlSW', 748.17, 'cat9');
insert into compositetest values (20000, 'QBOGS', 833.88, 'cat0');
insert into compositetest values (20001, 'ZaHsD', 611.79, 'cat1');
insert into compositetest values (20002, 'gFCfs', 446.55, 'cat2');
insert into compositetest values (20003, 'RzyIc', 859.38, 'cat3');
insert into compositetest values (20004, 'RBjHX', 282.91, 'cat4');
insert into compositetest values (20005, 'avrTo', 764.66, 'cat5');
insert into compositetest values (20006, 'cwngW', 459.12, 'cat6');
insert into compositetest values (20007, 'Kexch', 16.75, 'cat7');
insert into compositetest values (20008, 'ilVmg', 994.91, 'cat8');
insert into compositetest values (20009, 'xrfmp', 629.69, 'cat9');
insert into compositetest values (20010, 'LyOoz', 724.36, 'cat0');
insert into compositetest values (20011, 'FxrAO', 74.74, 'cat1');
insert into compositetest values (20012, 'aVMca', 954.09, 'cat2');
insert into compositetest values (20013, 'UkFES', 615.08, 'cat3');
insert into compositetest values (20014, 'KXgao', 861.62, 'cat4');
insert into compositetest values (20015, 'oTbYP', 745.08, 'cat5');
insert into compositetest values (20016, 'lUPKw', 768.01, 'cat6');
insert into compositetest values (20017, 'fJvQp', 537.09, 'cat7');
insert into compositetest values (20018, 'JwNMu', 310.15, 'cat8');
insert into compositetest values (20019, 'hiQKM', 603.03, 'cat9');
insert into compositetest values (20020, 'AAiUZ', 296.79, 'cat0');
insert into compositetest values (20021, 'SBWRf', 948.45, 'cat1');
insert into compositetest values (20022, 'ztXSc', 485.68, 'cat2');
insert into compositetest values (20023, 'wEQvS', 767.01, 'cat3');
insert into compositetest values (20024, 'rgmDu', 796.2, 'cat4');
insert into compositetest values (20025, 'xyZkA', 17.15, 'cat5');
insert into compositetest values (20026, 'oedmQ', 737.14, 'cat6');
insert into compositetest values (20027, 'MaExe', 446.4, 'cat7');
insert into compositetest values (20028, 'FsVmK', 291.84, 'cat8');
insert into compositetest values (20029, 'VMDEM', 818.93, 'cat9');
insert into compositetest values (20030, 'kXRYl', 379.43, 'cat0');
insert into compositetest values (20031, 'JQaLl', 932.7, 'cat1');
insert into compositetest values (20032, 'xSsgp', 514.28, 'cat2');
insert into compositetest values (20033, 'TeUIi', 324.02, 'cat3');
insert into compositetest values (20034, 'tKcDp', 422.39, 'cat4');
insert into compositetest values (20035, 'WakdA', 14.29, 'cat5');
insert into compositetest values (20036, 'IpgFh', 882.65, 'cat6');
insert into compositetest values (20037, 'IphiS', 649.27, 'cat7');
insert into compositetest values (20038, 'LlwwE', 68.44, 'cat8');
insert into compositetest values (20039, 'fmFaR', 28.58, 'cat9');
insert into compositetest values (20040, 'cctKk', 504.43, 'cat0');
insert into compositetest values (20041, 'xBVhZ', 790.95, 'cat1');
insert into compositetest values (20042, 'LBcUp', 916.47, 'cat2');
insert into compositetest values (20043, 'olHur', 477.43, 'cat3');
insert into compositetest values (20044, 'vZaWt', 942.89, 'cat4');
insert into compositetest values (20045, 'kpQmT', 692.15, 'cat5');
insert into compositetest values (20046, 'TRLzE', 125.96, 'cat6');
insert into compositetest values (20047, 'yfaTn', 319.57, 'cat7');
insert into compositetest values (20048, 'DASNQ', 662.72, 'cat8');
insert into compositetest values (20049, 'mjUlX', 904.42, 'cat9');
insert into compositetest values (20050, 'HcSal', 942.74, 'cat0');
insert into compositetest values (20051, 'CFPJg', 26.98, 'cat1');
insert into compositetest values (20052, 'xgwdk', 700.56, 'cat2');
insert into compositetest values (20053, 'JjAEd', 894.29, 'cat3');
insert into compositetest values (20054, 'yScgz', 391.54, 'cat4');
insert into compositetest values (20055, 'XMHeC', 274.58, 'cat5');
insert into compositetest values (20056, 'pEqHh', 926.07, 'cat6');
insert into compositetest values (20057, 'qQuTi', 45.12, 'cat7');
insert into compositetest values (20058, 'ODMBx', 104.48, 'cat8');
insert into compositetest values (20059, 'YnEvG', 836.2, 'cat9');
insert into compositetest values (20060, 'iFGKF', 401.37, 'cat0');
insert into compositetest values (20061, 'akcHX', 935.53, 'cat1');
insert into compositetest values (20062, 'wvadd', 922.07, 'cat2');
insert into compositetest values (20063, 'REuQz', 972.89, 'cat3');
insert into compositetest values (20064, 'KdCVv', 19.02, 'cat4');
insert into compositetest values (20065, 'ctHRC', 309.06, 'cat5');
insert into compositetest values (20066, 'iGwaW', 590.57, 'cat6');
insert into compositetest values (20067, 'skPfK', 319.39, 'cat7');
insert into compositetest values (20068, 'fnWJG', 979.8, 'cat8');
insert into compositetest values (20069, 'RCETL', 315.22, 'cat9');
insert into compositetest values (20070, 'wxTuM', 133.82, 'cat0');
insert into compositetest values (20071, 'OZrYI', 388.67, 'cat1');
insert into compositetest values (20072, 'WPPJG', 234.53, 'cat2');
insert into compositetest values (20073, 'uQPhW', 361.97, 'cat3');
insert into compositetest values (20074, 'xrdVj', 781.61, 'cat4');
insert into compositetest values (20075, 'zWZUM', 591.97, 'cat5');
insert into compositetest values (20076, 'LTXVk', 333.93, 'cat6');
insert into compositetest values (20077, 'uzwCA', 250.97, 'cat7');
insert into compositetest values (20078, 'UhDQc', 311.18, 'cat8');
insert into compositetest values (20079, 'FXZpF', 821.4, 'cat9');
insert into compositetest values (20080, 'juixs', 500.22, 'cat0');
insert into compositetest values (20081, 'dpfts', 426.85, 'cat1');
insert into compositetest values (20082, 'lkMTS', 107.86, 'cat2');
insert into compositetest values (20083, 'LzqXK', 921.43, 'cat3');
insert into compositetest values (20084, 'wGGjv', 231.73, 'cat4');
insert into compositetest values (20085, 'mZvKp', 954.1, 'cat5');
insert into compositetest values (20086, 'WSVZb', 130.05, 'cat6');
insert into compositetest values (20087, 'aBOyv', 308.95, 'cat7');
insert into compositetest values (20088, 'EJtlo', 9.26, 'cat8');
insert into compositetest values (20089, 'YnPpa', 409.48, 'cat9');
insert into compositetest values (20090, 'LMrEf', 98.37, 'cat0');
insert into compositetest values (20091, 'xOqZv', 365.87, 'cat1');
insert into compositetest values (20092, 'eRjOG', 499.81, 'cat2');
insert into compositetest values (20093, 'bXXDn', 473.6, 'cat3');
insert into compositetest values (20094, 'HHFiY', 288.44, 'cat4');
insert into compositetest values (20095, 'mezYG', 406.46, 'cat5');
insert into compositetest values (20096, 'MHmvk', 271.57, 'cat6');
insert into compositetest values (20097, 'cuiZe', 353.28, 'cat7');
insert into compositetest values (20098, 'LvuBY', 855.59, 'cat8');
insert into compositetest values (20099, 'MxeHh', 244.58, 'cat9');
insert into compositetest values (20100, 'eJWkp', 750.05, 'cat0');
insert into compositetest values (20101, 'AhOWl', 459.52, 'cat1');
insert into compositetest values (20102, 'aNntM', 271.97, 'cat2');
insert into compositetest values (20103, 'xoFQE', 682.07, 'cat3');
insert into compositetest values (20104, 'UfMfb', 738.98, 'cat4');
insert into compositetest values (20105, 'vqTey', 473.87, 'cat5');
insert into compositetest values (20106, 'roUTU', 326.88, 'cat6');
insert into compositetest values (20107, 'rfMGE', 38.43, 'cat7');
insert into compositetest values (20108, 'lrcTA', 539.97, 'cat8');
insert into compositetest values (20109, 'lGhOa', 940.27, 'cat9');
insert into compositetest values (20110, 'rrNJL', 625.97, 'cat0');
insert into compositetest values (20111, 'NBINu', 521.32, 'cat1');
insert into compositetest values (20112, 'jKePx', 283.68, 'cat2');
insert into compositetest values (20113, 'fwOBX', 524.94, 'cat3');
insert into compositetest values (20114, 'pcbAN', 188.57, 'cat4');
insert into compositetest values (20115, 'CKSEH', 25.61, 'cat5');
insert into compositetest values (20116, 'akRBc', 441.75, 'cat6');
insert into compositetest values (20117, 'Cxqia', 688.09, 'cat7');
insert into compositetest values (20118, 'DaUAq', 971.04, 'cat8');
insert into compositetest values (20119, 'WcfXu', 835.18, 'cat9');
insert into compositetest values (20120, 'QkVUs', 512.32, 'cat0');
insert into compositetest values (20121, 'jIbrF', 17.16, 'cat1');
insert into compositetest values (20122, 'EBhfj', 122.02, 'cat2');
insert into compositetest values (20123, 'dKGnE', 501.72, 'cat3');
insert into compositetest values (20124, 'Nshme', 369.5, 'cat4');
insert into compositetest values (20125, 'mQFCY', 341.9, 'cat5');
insert into compositetest values (20126, 'jugtF', 488.57, 'cat6');
insert into compositetest values (20127, 'ksgbB', 822.73, 'cat7');
insert into compositetest values (20128, 'pHiPq', 28.08, 'cat8');
insert into compositetest values (20129, 'zIDAc', 220.26, 'cat9');
insert into compositetest values (20130, 'okKJR', 475.78, 'cat0');
insert into compositetest values (20131, 'zsHYE', 520.08, 'cat1');
insert into compositetest values (20132, 'IYeek', 813.97, 'cat2');
insert into compositetest values (20133, 'hUTua', 124.83, 'cat3');
insert into compositetest values (20134, 'Acrjp', 42.69, 'cat4');
insert into compositetest values (20135, 'ObcBW', 35.24, 'cat5');
insert into compositetest values (20136, 'hUNeg', 814.42, 'cat6');
insert into compositetest values (20137, 'xkqqT', 993.78, 'cat7');
insert into compositetest values (20138, 'LxhbC', 670.55, 'cat8');
insert into compositetest values (20139, 'rixbc', 969.37, 'cat9');
insert into compositetest values (20140, 'ajaMC', 402.5, 'cat0');
insert into compositetest values (20141, 'NjKye', 997.67, 'cat1');
insert into compositetest values (20142, 'wsbvd', 499.03, 'cat2');
insert into compositetest values (20143, 'wTxwA', 598.94, 'cat3');
insert into compositetest values (20144, 'PxTAj', 310.91, 'cat4');
insert into compositetest values (20145, 'VTQgc', 745.73, 'cat5');
insert into compositetest values (20146, 'ZmwHP', 870.59, 'cat6');
insert into compositetest values (20147, 'HvFyS', 264.33, 'cat7');
insert into compositetest values (20148, 'enVFU', 842.46, 'cat8');
insert into compositetest values (20149, 'mQKuf', 901.97, 'cat9');
insert into compositetest values (20150, 'RXvwF', 72.13, 'cat0');
insert into compositetest values (20151, 'xFETA', 702.05, 'cat1');
insert into compositetest values (20152, 'CakLX', 530.23, 'cat2');
insert into compositetest values (20153, 'LCnEo', 555.57, 'cat3');
insert into compositetest values (20154, 'LElqI', 723.57, 'cat4');
insert into compositetest values (20155, 'xfZVg', 647.19, 'cat5');
insert into compositetest values (20156, 'zhBai', 25.22, 'cat6');
insert into compositetest values (20157, 'NCZVc', 477.69, 'cat7');
insert into compositetest values (20158, 'lEMmM', 36.96, 'cat8');
insert into compositetest values (20159, 'UJzPj', 81.22, 'cat9');
insert into compositetest values (20160, 'ZaoKs', 407.65, 'cat0');
insert into compositetest values (20161, 'UcRpc', 872.82, 'cat1');
insert into compositetest values (20162, 'hWewD', 582.54, 'cat2');
insert into compositetest values (20163, 'Dskng', 247.44, 'cat3');
insert into compositetest values (20164, 'LELnj', 680.89, 'cat4');
insert into compositetest values (20165, 'HzFEz', 686.25, 'cat5');
insert into compositetest values (20166, 'VAPwN', 521.91, 'cat6');
insert into compositetest values (20167, 'ZdtHJ', 692.99, 'cat7');
insert into compositetest values (20168, 'EeDsN', 213.48, 'cat8');
insert into compositetest values (20169, 'Bzcqh', 334.24, 'cat9');
insert into compositetest values (20170, 'ZMlDT', 794.0, 'cat0');
insert into compositetest values (20171, 'wEDEw', 879.32, 'cat1');
insert into compositetest values (20172, 'fsGEb', 620.58, 'cat2');
insert into compositetest values (20173, 'ajUAx', 313.87, 'cat3');
insert into compositetest values (20174, 'CJkcY', 58.03, 'cat4');
insert into compositetest values (20175, 'yEfrV', 421.8, 'cat5');
insert into compositetest values (20176, 'vjYgd', 964.67, 'cat6');
insert into compositetest values (20177, 'gbDXF', 356.49, 'cat7');
insert into compositetest values (20178, 'WHZBr', 677.58, 'cat8');
insert into compositetest values (20179, 'QLdgy', 353.91, 'cat9');
insert into compositetest values (20180, 'pqmmT', 175.38, 'cat0');
insert into compositetest values (20181, 'RWtWz', 477.7, 'cat1');
insert into compositetest values (20182, 'cMuFN', 7.31, 'cat2');
insert into compositetest values (20183, 'hsBqp', 163.23, 'cat3');
insert into compositetest values (20184, 'LHgQo', 356.21, 'cat4');
insert into compositetest values (20185, 'YwnDc', 295.78, 'cat5');
insert into compositetest values (20186, 'FbfLG', 752.26, 'cat6');
insert into compositetest values (20187, 'XEIYT', 858.29, 'cat7');
insert into compositetest values (20188, 'PEtXo', 58.08, 'cat8');
insert into compositetest values (20189, 'UXmkx', 675.14, 'cat9');
insert into compositetest values (20190, 'XnHBv', 715.44, 'cat0');
insert into compositetest values (20191, 'yLhsj', 905.34, 'cat1');
insert into compositetest values (20192, 'uuTmw', 254.8, 'cat2');
insert into compositetest values (20193, 'fjOaY', 636.54, 'cat3');
insert into compositetest values (20194, 'GexJw', 529.73, 'cat4');
insert into compositetest values (20195, 'jkLNk', 384.14, 'cat5');
insert into compositetest values (20196, 'QIlUf', 18.56, 'cat6');
insert into compositetest values (20197, 'qovTc', 516.08, 'cat7');
insert into compositetest values (20198, 'cFoVM', 220.33, 'cat8');
insert into compositetest values (20199, 'rgNEs', 330.34, 'cat9');
insert into compositetest values (20200, 'WpBlL', 755.83, 'cat0');
insert into compositetest values (20201, 'hsGpV', 178.59, 'cat1');
insert into compositetest values (20202, 'yWugW', 660.0, 'cat2');
insert into compositetest values (20203, 'Cejeh', 835.86, 'cat3');
insert into compositetest values (20204, 'OxZoc', 138.5, 'cat4');
insert into compositetest values (20205, 'wYqgg', 422.8, 'cat5');
insert into compositetest values (20206, 'cMtxg', 774.73, 'cat6');
insert into compositetest values (20207, 'OKWCl', 16.09, 'cat7');
insert into compositetest values (20208, 'twCaL', 855.84, 'cat8');
insert into compositetest values (20209, 'wOTxw', 317.84, 'cat9');
insert into compositetest values (20210, 'yLGHl', 895.28, 'cat0');
insert into compositetest values (20211, 'NfbNw', 739.3, 'cat1');
insert into compositetest values (20212, 'vvcBX', 897.77, 'cat2');
insert into compositetest values (20213, 'ozaqK', 303.67, 'cat3');
insert into compositetest values (20214, 'VmPnN', 616.52, 'cat4');
insert into compositetest values (20215, 'RCpWy', 265.2, 'cat5');
insert into compositetest values (20216, 'hhxkP', 353.76, 'cat6');
insert into compositetest values (20217, 'rlFhF', 242.2, 'cat7');
insert into compositetest values (20218, 'MoHIW', 292.16, 'cat8');
insert into compositetest values (20219, 'iBCnf', 336.14, 'cat9');
insert into compositetest values (20220, 'yeZfO', 694.21, 'cat0');
insert into compositetest values (20221, 'FPFxt', 883.83, 'cat1');
insert into compositetest values (20222, 'CrVvU', 639.88, 'cat2');
insert into compositetest values (20223, 'qNINE', 662.63, 'cat3');
insert into compositetest values (20224, 'owvad', 423.03, 'cat4');
insert into compositetest values (20225, 'yFeeP', 838.02, 'cat5');
insert into compositetest values (20226, 'IcaQI', 97.21, 'cat6');
insert into compositetest values (20227, 'EdCHu', 117.01, 'cat7');
insert into compositetest values (20228, 'BYyug', 927.88, 'cat8');
insert into compositetest values (20229, 'HlAjD', 552.12, 'cat9');
insert into compositetest values (20230, 'hKeGJ', 891.29, 'cat0');
insert into compositetest values (20231, 'lDdvO', 734.11, 'cat1');
insert into compositetest values (20232, 'vCWJA', 61.45, 'cat2');
insert into compositetest values (20233, 'UFMvE', 338.4, 'cat3');
insert into compositetest values (20234, 'TAvYx', 854.47, 'cat4');
insert into compositetest values (20235, 'StfrG', 498.48, 'cat5');
insert into compositetest values (20236, 'ACwSW', 856.1, 'cat6');
insert into compositetest values (20237, 'CcXqL', 144.09, 'cat7');
insert into compositetest values (20238, 'avyBj', 887.94, 'cat8');
insert into compositetest values (20239, 'GwQbe', 524.11, 'cat9');
insert into compositetest values (20240, 'fBzTs', 793.18, 'cat0');
insert into compositetest values (20241, 'JIiMe', 961.87, 'cat1');
insert into compositetest values (20242, 'GkUNa', 35.43, 'cat2');
insert into compositetest values (20243, 'sRJDM', 610.19, 'cat3');
insert into compositetest values (20244, 'acGYv', 272.77, 'cat4');
insert into compositetest values (20245, 'ulwQh', 508.35, 'cat5');
insert into compositetest values (20246, 'gMJJf', 0.37, 'cat6');
insert into compositetest values (20247, 'GHKFR', 697.82, 'cat7');
insert into compositetest values (20248, 'oechZ', 734.01, 'cat8');
insert into compositetest values (20249, 'pgljn', 891.92, 'cat9');
insert into compositetest values (20250, 'SznvN', 331.77, 'cat0');
insert into compositetest values (20251, 'HeNYo', 978.08, 'cat1');
insert into compositetest values (20252, 'tyRZX', 304.34, 'cat2');
insert into compositetest values (20253, 'nizWn', 922.38, 'cat3');
insert into compositetest values (20254, 'qbmHj', 323.48, 'cat4');
insert into compositetest values (20255, 'fAAvQ', 370.17, 'cat5');
insert into compositetest values (20256, 'McHqF', 10.45, 'cat6');
insert into compositetest values (20257, 'TdPxF', 195.61, 'cat7');
insert into compositetest values (20258, 'BShLm', 178.04, 'cat8');
insert into compositetest values (20259, 'kRAqe', 308.73, 'cat9');
insert into compositetest values (20260, 'HKgdJ', 735.72, 'cat0');
insert into compositetest values (20261, 'wQFNm', 375.79, 'cat1');
insert into compositetest values (20262, 'wyJRw', 101.12, 'cat2');
insert into compositetest values (20263, 'AuXeC', 739.03, 'cat3');
insert into compositetest values (20264, 'EaVzG', 488.53, 'cat4');
insert into compositetest values (20265, 'Liexg', 9.38, 'cat5');
insert into compositetest values (20266, 'BZUKV', 80.84, 'cat6');
insert into compositetest values (20267, 'BYWDq', 428.83, 'cat7');
insert into compositetest values (20268, 'oXvUU', 98.3, 'cat8');
insert into compositetest values (20269, 'qvTtt', 812.05, 'cat9');
insert into compositetest values (20270, 'WIJjy', 790.6, 'cat0');
insert into compositetest values (20271, 'KlSYx', 779.65, 'cat1');
insert into compositetest values (20272, 'fkmjV', 686.73, 'cat2');
insert into compositetest values (20273, 'puJOS', 499.78, 'cat3');
insert into compositetest values (20274, 'XWBGm', 922.95, 'cat4');
insert into compositetest values (20275, 'gGcAR', 472.4, 'cat5');
insert into compositetest values (20276, 'wWpMm', 536.5, 'cat6');
insert into compositetest values (20277, 'oOYoW', 690.8, 'cat7');
insert into compositetest values (20278, 'PGIOU', 89.51, 'cat8');
insert into compositetest values (20279, 'XwzLj', 446.26, 'cat9');
insert into compositetest values (20280, 'MFxhs', 450.89, 'cat0');
insert into compositetest values (20281, 'YIxpa', 988.1, 'cat1');
insert into compositetest values (20282, 'yUlMr', 766.55, 'cat2');
insert into compositetest values (20283, 'qsTCF', 891.5, 'cat3');
insert into compositetest values (20284, 'iChOA', 731.24, 'cat4');
insert into compositetest values (20285, 'IPXJC', 402.38, 'cat5');
insert into compositetest values (20286, 'mHTqJ', 89.76, 'cat6');
insert into compositetest values (20287, 'ZIIYy', 771.28, 'cat7');
insert into compositetest values (20288, 'CSHZP', 323.05, 'cat8');
insert into compositetest values (20289, 'ylNpr', 347.79, 'cat9');
insert into compositetest values (20290, 'kUIeh', 68.22, 'cat0');
insert into compositetest values (20291, 'IPIot', 197.75, 'cat1');
insert into compositetest values (20292, 'JcIJa', 70.19, 'cat2');
insert into compositetest values (20293, 'VHaBj', 400.6, 'cat3');
insert into compositetest values (20294, 'AkkSx', 506.27, 'cat4');
insert into compositetest values (20295, 'IQxFr', 765.96, 'cat5');
insert into compositetest values (20296, 'PMWqn', 566.54, 'cat6');
insert into compositetest values (20297, 'OyllJ', 743.43, 'cat7');
insert into compositetest values (20298, 'KrDaf', 420.42, 'cat8');
insert into compositetest values (20299, 'OuKtb', 876.88, 'cat9');
insert into compositetest values (20300, 'IcTZm', 591.84, 'cat0');
insert into compositetest values (20301, 'Wewji', 475.76, 'cat1');
insert into compositetest values (20302, 'tfOQa', 175.1, 'cat2');
insert into compositetest values (20303, 'SmtKy', 202.17, 'cat3');
insert into compositetest values (20304, 'jcptV', 124.0, 'cat4');
insert into compositetest values (20305, 'maNHA', 434.19, 'cat5');
insert into compositetest values (20306, 'fqUxR', 180.5, 'cat6');
insert into compositetest values (20307, 'gEFve', 669.69, 'cat7');
insert into compositetest values (20308, 'YqBWo', 273.06, 'cat8');
insert into compositetest values (20309, 'bwjfZ', 464.1, 'cat9');
insert into compositetest values (20310, 'EkAzL', 810.27, 'cat0');
insert into compositetest values (20311, 'VJFKx', 628.02, 'cat1');
insert into compositetest values (20312, 'Iipvx', 219.12, 'cat2');
insert into compositetest values (20313, 'idHZH', 333.76, 'cat3');
insert into compositetest values (20314, 'DkTjb', 595.7, 'cat4');
insert into compositetest values (20315, 'fUocE', 131.5, 'cat5');
insert into compositetest values (20316, 'atReI', 308.88, 'cat6');
insert into compositetest values (20317, 'NHRiC', 895.42, 'cat7');
insert into compositetest values (20318, 'OOMCd', 354.76, 'cat8');
insert into compositetest values (20319, 'EAVBS', 2.77, 'cat9');
insert into compositetest values (20320, 'xUQwX', 230.47, 'cat0');
insert into compositetest values (20321, 'qWiOt', 938.05, 'cat1');
insert into compositetest values (20322, 'UAgQA', 564.74, 'cat2');
insert into compositetest values (20323, 'aQnHR', 341.88, 'cat3');
insert into compositetest values (20324, 'gwsCG', 329.02, 'cat4');
insert into compositetest values (20325, 'Psgxo', 976.38, 'cat5');
insert into compositetest values (20326, 'dELbx', 632.07, 'cat6');
insert into compositetest values (20327, 'AKedX', 405.51, 'cat7');
insert into compositetest values (20328, 'fhjDo', 389.99, 'cat8');
insert into compositetest values (20329, 'kZixB', 434.77, 'cat9');
insert into compositetest values (20330, 'WNkEg', 34.81, 'cat0');
insert into compositetest values (20331, 'nFrzn', 724.76, 'cat1');
insert into compositetest values (20332, 'WRONg', 124.19, 'cat2');
insert into compositetest values (20333, 'sqywP', 757.29, 'cat3');
insert into compositetest values (20334, 'JEEEU', 371.93, 'cat4');
insert into compositetest values (20335, 'DTVvN', 677.7, 'cat5');
insert into compositetest values (20336, 'EdpjG', 664.81, 'cat6');
insert into compositetest values (20337, 'IziWB', 678.84, 'cat7');
insert into compositetest values (20338, 'CHHYP', 324.82, 'cat8');
insert into compositetest values (20339, 'QcpQz', 375.5, 'cat9');
insert into compositetest values (20340, 'sYuxO', 355.44, 'cat0');
insert into compositetest values (20341, 'cwFuu', 109.22, 'cat1');
insert into compositetest values (20342, 'BXKaN', 307.55, 'cat2');
insert into compositetest values (20343, 'AWmbR', 785.91, 'cat3');
insert into compositetest values (20344, 'ixQjs', 739.27, 'cat4');
insert into compositetest values (20345, 'SENQy', 272.2, 'cat5');
insert into compositetest values (20346, 'KThqR', 996.83, 'cat6');
insert into compositetest values (20347, 'ZFauY', 495.42, 'cat7');
insert into compositetest values (20348, 'wrNIp', 201.05, 'cat8');
insert into compositetest values (20349, 'DNxZu', 540.23, 'cat9');
insert into compositetest values (20350, 'rznhq', 426.33, 'cat0');
insert into compositetest values (20351, 'mXiAz', 247.37, 'cat1');
insert into compositetest values (20352, 'YVAer', 368.3, 'cat2');
insert into compositetest values (20353, 'xLyqq', 821.04, 'cat3');
insert into compositetest values (20354, 'oRcNp', 758.55, 'cat4');
insert into compositetest values (20355, 'uGnHo', 259.75, 'cat5');
insert into compositetest values (20356, 'Zqzqo', 43.54, 'cat6');
insert into compositetest values (20357, 'JbRXA', 586.19, 'cat7');
insert into compositetest values (20358, 'FQntn', 794.84, 'cat8');
insert into compositetest values (20359, 'eiRMy', 580.99, 'cat9');
insert into compositetest values (20360, 'uHRaf', 829.89, 'cat0');
insert into compositetest values (20361, 'Rwrix', 851.89, 'cat1');
insert into compositetest values (20362, 'qRmNd', 409.88, 'cat2');
insert into compositetest values (20363, 'BKcgZ', 730.81, 'cat3');
insert into compositetest values (20364, 'citHz', 750.12, 'cat4');
insert into compositetest values (20365, 'jujkp', 292.21, 'cat5');
insert into compositetest values (20366, 'NXTVi', 628.92, 'cat6');
insert into compositetest values (20367, 'qSdzH', 880.88, 'cat7');
insert into compositetest values (20368, 'KpvPQ', 585.28, 'cat8');
insert into compositetest values (20369, 'IEgaG', 751.58, 'cat9');
insert into compositetest values (20370, 'tRZyi', 572.08, 'cat0');
insert into compositetest values (20371, 'HxAGF', 718.47, 'cat1');
insert into compositetest values (20372, 'vlOYM', 129.03, 'cat2');
insert into compositetest values (20373, 'ifPPT', 950.91, 'cat3');
insert into compositetest values (20374, 'kUWGd', 357.42, 'cat4');
insert into compositetest values (20375, 'CpAvq', 171.73, 'cat5');
insert into compositetest values (20376, 'jIzUD', 148.46, 'cat6');
insert into compositetest values (20377, 'iBROV', 570.21, 'cat7');
insert into compositetest values (20378, 'qDsMy', 898.5, 'cat8');
insert into compositetest values (20379, 'cQNta', 714.26, 'cat9');
insert into compositetest values (20380, 'QplNw', 711.13, 'cat0');
insert into compositetest values (20381, 'gtvFo', 494.74, 'cat1');
insert into compositetest values (20382, 'bNqwb', 845.08, 'cat2');
insert into compositetest values (20383, 'cOGow', 965.18, 'cat3');
insert into compositetest values (20384, 'HvJtK', 305.8, 'cat4');
insert into compositetest values (20385, 'mXDcP', 736.09, 'cat5');
insert into compositetest values (20386, 'zlIuF', 378.74, 'cat6');
insert into compositetest values (20387, 'oNhNl', 418.1, 'cat7');
insert into compositetest values (20388, 'KpAsm', 967.39, 'cat8');
insert into compositetest values (20389, 'EzrQp', 76.74, 'cat9');
insert into compositetest values (20390, 'PYnmF', 139.67, 'cat0');
insert into compositetest values (20391, 'qPvwq', 14.1, 'cat1');
insert into compositetest values (20392, 'HRSJc', 345.93, 'cat2');
insert into compositetest values (20393, 'SejSU', 473.9, 'cat3');
insert into compositetest values (20394, 'eAVtq', 835.14, 'cat4');
insert into compositetest values (20395, 'UGLbs', 798.73, 'cat5');
insert into compositetest values (20396, 'xXWss', 452.0, 'cat6');
insert into compositetest values (20397, 'XNjyu', 918.82, 'cat7');
insert into compositetest values (20398, 'jxduj', 83.15, 'cat8');
insert into compositetest values (20399, 'VkrwB', 202.34, 'cat9');
insert into compositetest values (20400, 'rmYKp', 486.92, 'cat0');
insert into compositetest values (20401, 'UrCDQ', 608.54, 'cat1');
insert into compositetest values (20402, 'aMOng', 766.76, 'cat2');
insert into compositetest values (20403, 'wBxDe', 223.38, 'cat3');
insert into compositetest values (20404, 'QNUZS', 643.12, 'cat4');
insert into compositetest values (20405, 'Vzqkc', 683.71, 'cat5');
insert into compositetest values (20406, 'wwxUQ', 890.66, 'cat6');
